Order_ID,Customer_ID,Customer_Name,Product_Name,Category,Sub_Category,Region,State,City,Order_Date,Quantity,Sales,Profit,Discount
ORD1701,CUST8275,Amber Macias,Mouse,Technology,Mouse,West,Indiana,North Amy,2025-06-16,6,3736.31,1097.13,0.23
ORD1702,CUST9683,Jesus Gutierrez,Chair,Furniture,Chair,East,Ohio,South John,2023-09-02,3,1363.05,294.08,0.02
ORD1703,CUST6682,Jay Clark,Chair,Furniture,Chair,East,New Jersey,Jeffreyton,2024-02-02,7,4301.06,729.49,0.01
ORD1704,CUST4910,Marie Brown,Notebook,Office Supplies,Notebook,North,Indiana,South Samuelbury,2026-01-16,8,4549.14,617.87,0.38
ORD1705,CUST9716,Ian Miller,Table,Furniture,Table,East,California,Lydialand,2025-07-28,8,2708.35,577.45,0.28
ORD1706,CUST3106,Mario Sanders,Table,Furniture,Table,North,New Mexico,South Dannyburgh,2023-09-06,1,522.07,151.38,0.26
ORD1707,CUST9704,Traci Sharp,Pen,Office Supplies,Pen,North,New Mexico,Jeremyberg,2025-10-31,5,1961.1,208.71,0.38
ORD1708,CUST3260,Christopher Perkins,Mouse,Technology,Mouse,North,Utah,Prestontown,2025-02-17,5,4997.24,1120.66,0.2
ORD1709,CUST3897,Amanda Saunders,Keyboard,Technology,Keyboard,East,New Hampshire,Pattersonfort,2023-10-31,3,2486.28,573.12,0.24
ORD1710,CUST8056,Steven Hawkins,Mouse,Technology,Mouse,East,Alabama,West Michaelborough,2026-05-26,10,2011.6,135.43,0.42
ORD1711,CUST4910,Robert Parker,Laptop,Technology,Laptop,North,Nebraska,North Lisaborough,2024-05-01,10,3425.68,205.02,0.17
ORD1712,CUST8303,Linda Knight,Mouse,Technology,Mouse,North,South Dakota,East David,2023-06-28,9,3457.15,285.88,0.29
ORD1713,CUST6704,Jamie Bennett,Pen,Office Supplies,Pen,North,Rhode Island,Lake Brianburgh,2025-04-27,3,698.31,103.36,0.38
ORD1714,CUST1782,Shelby Jones,Printer Paper,Office Supplies,Printer Paper,East,Louisiana,Walshland,2024-03-01,9,2632.15,294.86,0.38
ORD1715,CUST3898,Logan Little,Mouse,Technology,Mouse,South,Nebraska,South Patrick,2025-05-16,8,3953.64,200.77,0.47
ORD1716,CUST5294,Brittany Cisneros,Desk,Furniture,Desk,South,Maryland,Dennisbury,2025-08-14,6,4714.11,753.21,0.36
ORD1717,CUST5621,Walter Allen,Folder,Office Supplies,Folder,North,Mississippi,West Megan,2024-08-21,6,3718.59,668.54,0.41
ORD1718,CUST3665,Amanda Clark,Monitor,Technology,Monitor,West,California,Darrellstad,2024-04-22,3,4902.84,661.78,0.37
ORD1719,CUST6649,Melissa Marshall,Pen,Office Supplies,Pen,North,Wyoming,Edwardsberg,2025-12-31,7,1812.16,228.96,0.2
ORD1720,CUST1695,Mr. Brandon Allen,Printer Paper,Office Supplies,Printer Paper,North,California,East Lauren,2025-02-02,6,4709.41,369.65,0.44
ORD1721,CUST6922,Shane Costa,Chair,Furniture,Chair,East,Michigan,West Donald,2024-06-05,7,3013.98,400.08,0.29
ORD1722,CUST7021,Kaitlyn Gonzalez,Notebook,Office Supplies,Notebook,East,New York,Donnaborough,2026-04-08,7,283.12,20.35,0.45
ORD1723,CUST9579,Dr. Molly Long DDS,Keyboard,Technology,Keyboard,North,Florida,Lake Lisaview,2025-05-30,6,753.25,72.59,0.34
ORD1724,CUST6718,Kendra Robinson,Folder,Office Supplies,Folder,South,Montana,New Rachelborough,2025-10-05,5,2626.22,363.23,0.35
ORD1725,CUST2830,Daniel Davis,Printer Paper,Office Supplies,Printer Paper,East,Virginia,South Hollyberg,2023-09-09,8,477.82,25.96,0.03
ORD1726,CUST8514,William Burke,Keyboard,Technology,Keyboard,South,Nevada,Jaimeport,2025-01-05,3,4874.07,1233.15,0.27
ORD1727,CUST8098,Jeanette Edwards,Sofa,Furniture,Sofa,North,Wisconsin,West Kevin,2024-04-25,6,1749.39,156.14,0.38
ORD1728,CUST8151,Amy Wilson,Mouse,Technology,Mouse,North,Mississippi,Jimmybury,2025-08-17,4,3142.99,289.62,0.4
ORD1729,CUST6227,Devin Mullins,Folder,Office Supplies,Folder,East,Minnesota,South Zachary,2024-12-05,8,3975.04,414.59,0.14
ORD1730,CUST3676,Gilbert Davis,Laptop,Technology,Laptop,East,Utah,South Eric,2024-07-10,4,2405.95,546.36,0.41
ORD1731,CUST7944,Robert Soto,Notebook,Office Supplies,Notebook,South,Mississippi,Port Michelle,2025-06-20,5,2737.19,529.41,0.15
ORD1732,CUST9747,Matthew Bailey,Table,Furniture,Table,North,Nebraska,North Jeffreyberg,2023-11-27,2,3560.08,936.34,0.49
ORD1733,CUST3846,Kevin Martinez MD,Sofa,Furniture,Sofa,North,Mississippi,New Ashleybury,2023-07-09,4,3882.28,1078.0,0.48
ORD1734,CUST5229,Rachael Austin,Folder,Office Supplies,Folder,North,Alabama,Gonzaleschester,2024-08-12,8,148.08,17.28,0.33
ORD1735,CUST2713,Catherine Woods,Chair,Furniture,Chair,West,Texas,Joanport,2024-08-26,4,956.8,242.62,0.23
ORD1736,CUST1020,Autumn Cabrera,Pen,Office Supplies,Pen,North,Montana,North Adam,2025-06-30,7,1471.78,76.66,0.38
ORD1737,CUST5817,Tonya Fowler,Monitor,Technology,Monitor,North,Rhode Island,Cindyburgh,2024-10-09,9,2027.5,293.05,0.37
ORD1738,CUST9061,Ryan Fisher,Laptop,Technology,Laptop,South,Virginia,Taylorborough,2025-04-10,8,1866.47,367.46,0.36
ORD1739,CUST8819,Beth Cruz,Folder,Office Supplies,Folder,North,Massachusetts,Hobbsmouth,2025-11-13,6,445.66,44.3,0.02
ORD1740,CUST1572,Stephanie Curtis,Printer Paper,Office Supplies,Printer Paper,East,Vermont,East Michaelland,2026-02-27,3,3047.05,203.3,0.3
ORD1741,CUST8341,Pamela Martin,Desk,Furniture,Desk,North,Connecticut,Wrightfurt,2023-12-16,9,2081.79,422.39,0.26
ORD1742,CUST9505,Matthew Bender,Table,Furniture,Table,South,Hawaii,North Franklinton,2024-05-05,4,526.37,28.04,0.34
ORD1743,CUST8533,Lisa Aguilar,Notebook,Office Supplies,Notebook,South,Texas,New Markchester,2024-05-05,5,1462.88,328.58,0.19
ORD1744,CUST1281,Jeffrey Becker,Keyboard,Technology,Keyboard,East,Utah,South Jeffmouth,2024-03-22,6,3106.73,802.64,0.27
ORD1745,CUST1608,Laura Beard,Keyboard,Technology,Keyboard,North,Pennsylvania,Sethburgh,2024-02-25,5,354.98,73.08,0.19
ORD1746,CUST2714,Stephen Pennington,Table,Furniture,Table,West,Washington,Adamsshire,2025-04-25,3,120.65,20.38,0.21
ORD1747,CUST5241,Peter Massey,Desk,Furniture,Desk,East,Arizona,Gardnerview,2023-12-12,2,2381.36,191.56,0.49
ORD1748,CUST6030,Kevin Wilson,Folder,Office Supplies,Folder,East,Colorado,Joneston,2024-01-02,2,4454.9,330.51,0.0
ORD1749,CUST1165,Michael Aguilar,Table,Furniture,Table,South,New Mexico,Whitneyside,2026-04-23,10,2776.81,660.44,0.35
ORD1750,CUST8933,Eddie Johnson,Pen,Office Supplies,Pen,North,West Virginia,Port Darrenberg,2023-10-23,7,3136.44,653.34,0.09
ORD1751,CUST7095,Lisa Lawson,Chair,Furniture,Chair,West,Oklahoma,Weberport,2024-10-10,2,1454.51,276.57,0.1
ORD1752,CUST5755,Misty Skinner,Keyboard,Technology,Keyboard,East,North Carolina,North Peter,2023-10-15,3,1906.84,502.23,0.39
ORD1753,CUST3186,Stephanie Hall,Chair,Furniture,Chair,West,Oklahoma,South Carol,2025-12-12,1,1953.36,556.81,0.1
ORD1754,CUST2072,Melissa Johnson,Laptop,Technology,Laptop,North,Mississippi,West Ryanshire,2024-05-16,7,4791.52,960.18,0.21
ORD1755,CUST9839,Emily Jones,Folder,Office Supplies,Folder,West,Virginia,New Sheliamouth,2025-08-13,7,4402.13,912.86,0.24
ORD1756,CUST5964,Tammy Sanchez,Pen,Office Supplies,Pen,South,Vermont,Port Erica,2024-11-16,1,3151.97,186.8,0.23
ORD1757,CUST6834,Joseph Hernandez,Desk,Furniture,Desk,East,Louisiana,Lake Madison,2025-10-29,4,543.58,31.27,0.24
ORD1758,CUST9938,Tara Palmer,Chair,Furniture,Chair,North,Idaho,New Jonathanfort,2025-02-23,10,1866.63,410.41,0.06
ORD1759,CUST6621,Makayla Arias,Monitor,Technology,Monitor,South,Tennessee,Johnville,2025-01-08,2,1993.24,294.29,0.32
ORD1760,CUST5291,Antonio Martin,Sofa,Furniture,Sofa,South,Colorado,Masonstad,2023-07-21,8,2905.98,634.68,0.15
ORD1761,CUST2170,Jennifer Phelps MD,Sofa,Furniture,Sofa,South,California,Jonesfort,2025-05-31,2,649.89,147.78,0.32
ORD1762,CUST9162,Timothy Arnold,Chair,Furniture,Chair,West,New Mexico,Wrightmouth,2025-07-28,4,4482.13,742.39,0.45
ORD1763,CUST5454,Mary Myers,Folder,Office Supplies,Folder,South,Minnesota,East Johnburgh,2025-03-11,3,4255.76,487.25,0.42
ORD1764,CUST4621,Karen Moon,Desk,Furniture,Desk,West,Hawaii,East Stephanie,2025-08-09,5,3260.1,198.64,0.1
ORD1765,CUST8545,Emily Patterson,Laptop,Technology,Laptop,South,Colorado,Port Curtis,2026-01-13,8,3256.37,546.01,0.49
ORD1766,CUST3911,Corey Nelson,Keyboard,Technology,Keyboard,East,Virginia,Feliciamouth,2024-09-15,8,188.64,29.26,0.41
ORD1767,CUST2248,Arthur Thornton,Chair,Furniture,Chair,North,Texas,Bellstad,2023-09-22,7,4852.62,1221.81,0.33
ORD1768,CUST6254,Yesenia Dixon,Pen,Office Supplies,Pen,South,South Carolina,Aliciamouth,2025-11-26,3,469.52,53.02,0.43
ORD1769,CUST4551,Jessica Drake,Desk,Furniture,Desk,South,West Virginia,New Amy,2024-08-25,5,1215.97,330.55,0.12
ORD1770,CUST9264,Matthew Smith,Laptop,Technology,Laptop,South,Vermont,North Petershire,2023-09-20,10,2101.52,230.26,0.13
ORD1771,CUST8699,Jon Malone,Desk,Furniture,Desk,North,Pennsylvania,Faulknershire,2025-04-04,3,3298.75,535.41,0.18
ORD1772,CUST6583,Melissa Brown,Table,Furniture,Table,South,Rhode Island,East Matthew,2025-10-03,9,4169.94,1070.86,0.23
ORD1773,CUST9277,Tonya Wilson,Monitor,Technology,Monitor,West,Georgia,South Alyssa,2024-03-31,10,129.21,32.4,0.19
ORD1774,CUST3838,Tracy Hill,Chair,Furniture,Chair,North,West Virginia,Stephanieburgh,2025-05-19,5,1515.77,135.9,0.28
ORD1775,CUST6150,William Johnston,Sofa,Furniture,Sofa,West,Idaho,Osbornefort,2024-10-31,3,4530.46,1284.89,0.34
ORD1776,CUST5087,Jon Martin,Sofa,Furniture,Sofa,South,Louisiana,Ramirezstad,2024-10-20,2,3972.23,622.04,0.19
ORD1777,CUST9928,Julie Costa,Notebook,Office Supplies,Notebook,North,North Carolina,Montgomeryside,2025-11-07,5,216.56,26.3,0.11
ORD1778,CUST6312,Paul Miller,Printer Paper,Office Supplies,Printer Paper,West,North Dakota,Port Meagan,2023-10-20,4,1389.37,117.01,0.28
ORD1779,CUST9234,Kevin Moreno,Printer Paper,Office Supplies,Printer Paper,West,Washington,Aaronmouth,2024-11-09,3,2337.56,401.24,0.41
ORD1780,CUST9818,Mary Robinson,Mouse,Technology,Mouse,North,Montana,Michelefurt,2024-03-05,4,1759.13,90.12,0.15
ORD1781,CUST2846,Jodi Brown,Printer Paper,Office Supplies,Printer Paper,North,Louisiana,Carolynhaven,2024-04-13,10,2769.73,288.74,0.34
ORD1782,CUST8293,Kaitlyn Newman,Table,Furniture,Table,West,Wyoming,Grimesborough,2024-10-29,10,276.79,13.93,0.03
ORD1783,CUST1141,Joel Flores,Desk,Furniture,Desk,East,Pennsylvania,Angelamouth,2024-12-02,6,2382.56,609.54,0.1
ORD1784,CUST8970,Jack Townsend,Monitor,Technology,Monitor,West,Pennsylvania,Kennethtown,2024-04-18,9,2645.14,142.23,0.38
ORD1785,CUST5463,Shannon Sanders,Printer Paper,Office Supplies,Printer Paper,North,North Dakota,East Deannatown,2026-04-27,7,4560.03,381.28,0.15
ORD1786,CUST3801,Stephanie Rodriguez,Monitor,Technology,Monitor,East,Florida,Hillview,2026-02-13,8,4463.31,966.4,0.35
ORD1787,CUST4727,Amanda Santana,Notebook,Office Supplies,Notebook,East,Alaska,Stanleyfort,2025-12-25,4,4020.34,746.84,0.14
ORD1788,CUST2555,Kimberly Kelly,Pen,Office Supplies,Pen,West,Kansas,Melissaberg,2024-06-28,8,1604.12,116.81,0.28
ORD1789,CUST5056,Andrea Townsend,Chair,Furniture,Chair,North,Alaska,Raytown,2023-09-27,7,3181.95,916.88,0.19
ORD1790,CUST4448,Jake Wade,Printer Paper,Office Supplies,Printer Paper,North,Virginia,West Laurie,2025-03-21,8,4238.33,753.06,0.12
ORD1791,CUST2581,Paul Mccullough,Folder,Office Supplies,Folder,West,Kentucky,New Maryshire,2023-11-05,9,1886.83,429.88,0.19
ORD1792,CUST6938,Roy Shelton MD,Folder,Office Supplies,Folder,West,Arkansas,Suarezstad,2024-04-27,4,2668.65,713.76,0.27
ORD1793,CUST9606,Joy Larsen,Keyboard,Technology,Keyboard,South,Maine,Lake Amanda,2026-05-23,2,608.06,122.01,0.13
ORD1794,CUST6605,Donald Morrison,Table,Furniture,Table,East,Iowa,West Emilyborough,2023-08-11,3,2418.73,220.1,0.12
ORD1795,CUST5646,Dwayne Armstrong,Pen,Office Supplies,Pen,West,New York,West Dawnside,2023-09-09,4,1486.48,266.33,0.37
ORD1796,CUST2410,Roy Rodriguez,Printer Paper,Office Supplies,Printer Paper,West,Georgia,South Patrick,2025-04-09,9,3181.73,580.05,0.09
ORD1797,CUST1782,Daniel Torres,Laptop,Technology,Laptop,West,Arizona,East Georgeville,2025-12-01,8,1181.52,87.96,0.28
ORD1798,CUST2488,Danielle Vaughn,Desk,Furniture,Desk,East,Virginia,Codymouth,2023-12-31,7,3767.0,1066.15,0.45
ORD1799,CUST5257,Oscar Greene,Sofa,Furniture,Sofa,South,Tennessee,Beckerport,2026-01-17,10,4701.19,402.81,0.26
ORD1800,CUST5194,Mark Hunter,Folder,Office Supplies,Folder,West,Hawaii,New Jeffrey,2024-09-27,1,798.04,159.54,0.45
ORD1801,CUST4284,Rachel Martin,Mouse,Technology,Mouse,West,Wisconsin,Branditon,2025-03-18,4,3802.56,958.79,0.08
ORD1802,CUST4567,Lindsey Lee,Notebook,Office Supplies,Notebook,North,Washington,New Jeremy,2025-10-19,4,2554.69,618.69,0.2
ORD1803,CUST7612,Mercedes Wong,Laptop,Technology,Laptop,North,New Mexico,Benjaminville,2023-08-10,3,2039.97,347.32,0.07
ORD1804,CUST5036,Rachael Morris,Table,Furniture,Table,South,Wyoming,South Chelsea,2023-07-12,9,1369.38,383.15,0.18
ORD1805,CUST3830,Deborah Huff,Monitor,Technology,Monitor,West,Illinois,Woodland,2026-04-06,4,3385.74,534.72,0.15
ORD1806,CUST2885,Christopher Williams,Notebook,Office Supplies,Notebook,West,Connecticut,Lake Michael,2024-01-19,7,2023.27,543.96,0.46
ORD1807,CUST6667,Leslie Simpson,Folder,Office Supplies,Folder,South,Washington,Lake Christineview,2024-11-20,2,241.79,47.69,0.43
ORD1808,CUST2863,Justin Reid,Sofa,Furniture,Sofa,East,Kansas,East Coreytown,2023-12-20,3,4474.2,908.85,0.37
ORD1809,CUST6010,Aaron Shaffer,Pen,Office Supplies,Pen,East,Ohio,Daviston,2024-11-18,9,644.29,114.37,0.19
ORD1810,CUST7600,Michael Soto II,Pen,Office Supplies,Pen,East,Iowa,New Kathleenburgh,2026-02-20,5,756.86,201.18,0.18
ORD1811,CUST1165,Stephen Thomas,Monitor,Technology,Monitor,East,Georgia,Justinburgh,2024-09-13,1,3436.77,553.35,0.04
ORD1812,CUST2619,Annette Rodriguez,Printer Paper,Office Supplies,Printer Paper,North,Nevada,Mirandachester,2024-07-23,10,2560.82,278.56,0.46
ORD1813,CUST6075,David Boyd,Chair,Furniture,Chair,West,Virginia,Carmenhaven,2025-05-08,4,3978.85,1105.71,0.21
ORD1814,CUST7629,Lonnie Henry,Laptop,Technology,Laptop,North,Arkansas,Port Erin,2023-08-10,4,119.61,14.13,0.32
ORD1815,CUST6880,Christine Martin DDS,Notebook,Office Supplies,Notebook,North,Virginia,Williamsshire,2023-11-12,6,948.81,68.65,0.18
ORD1816,CUST6339,Christina Delgado,Desk,Furniture,Desk,West,Michigan,Christianport,2023-08-01,3,2132.64,331.87,0.39
ORD1817,CUST6744,Carly Weber,Monitor,Technology,Monitor,West,Connecticut,Port Timothyburgh,2026-01-24,2,720.36,68.22,0.35
ORD1818,CUST1470,David Flores,Table,Furniture,Table,East,South Dakota,Charleschester,2026-03-12,9,1218.03,224.83,0.17
ORD1819,CUST8713,Michael Salazar,Sofa,Furniture,Sofa,East,Michigan,Hartmanland,2024-08-26,10,2253.24,329.78,0.15
ORD1820,CUST4364,Sara Stewart,Table,Furniture,Table,West,Rhode Island,Lake Gerald,2025-12-03,5,351.99,88.08,0.33
ORD1821,CUST2413,Cynthia Villarreal,Table,Furniture,Table,North,Illinois,South Robertochester,2026-02-25,9,261.33,55.18,0.0
ORD1822,CUST3436,Karla Lyons,Table,Furniture,Table,South,South Carolina,South Walter,2023-12-24,7,489.81,74.08,0.47
ORD1823,CUST4494,Dawn Garcia,Notebook,Office Supplies,Notebook,North,Oregon,Terrellberg,2025-01-12,9,1192.5,264.76,0.05
ORD1824,CUST9439,Terry Jacobson,Pen,Office Supplies,Pen,West,Hawaii,New Anthonyside,2024-11-13,4,3587.52,350.11,0.44
ORD1825,CUST8168,Thomas Pham,Pen,Office Supplies,Pen,South,Maryland,Phelpsburgh,2024-08-04,7,3453.39,310.34,0.47
ORD1826,CUST2344,Diana Hess,Notebook,Office Supplies,Notebook,West,Idaho,Cynthiamouth,2025-06-29,7,3065.73,637.37,0.13
ORD1827,CUST8196,Janice Booker,Notebook,Office Supplies,Notebook,East,New Hampshire,Jaimeland,2025-10-22,3,4393.77,548.36,0.02
ORD1828,CUST2022,Tina Casey,Sofa,Furniture,Sofa,North,Texas,East Elizabethborough,2023-08-31,10,2246.68,233.17,0.32
ORD1829,CUST6925,Kenneth Stanton,Notebook,Office Supplies,Notebook,East,Indiana,West Paulaport,2025-12-13,10,668.46,47.11,0.33
ORD1830,CUST9870,Amanda White,Chair,Furniture,Chair,South,Mississippi,Vancestad,2025-04-15,10,4624.18,1190.6,0.19
ORD1831,CUST7573,Brandon White,Table,Furniture,Table,North,Delaware,Jordanville,2025-05-23,3,3492.83,990.83,0.1
ORD1832,CUST2521,Meredith Wilkinson,Laptop,Technology,Laptop,South,Kentucky,Hudsonstad,2024-10-29,7,891.09,158.48,0.39
ORD1833,CUST1012,Ian Warner,Desk,Furniture,Desk,East,Pennsylvania,Josephborough,2024-06-15,9,4223.52,699.18,0.44
ORD1834,CUST9537,Tony Wood,Sofa,Furniture,Sofa,East,California,Bowersshire,2025-07-01,10,986.2,60.11,0.1
ORD1835,CUST8317,Michael Alvarado,Pen,Office Supplies,Pen,North,Louisiana,Kevinview,2025-12-02,8,1224.92,280.99,0.3
ORD1836,CUST4954,Charles Grant,Printer Paper,Office Supplies,Printer Paper,South,Wyoming,Port Jennifertown,2025-12-12,4,3446.95,771.1,0.46
ORD1837,CUST5013,Elizabeth Malone,Keyboard,Technology,Keyboard,South,Nebraska,Williamston,2025-07-09,3,1780.15,259.8,0.49
ORD1838,CUST8583,Jennifer Humphrey,Monitor,Technology,Monitor,North,Washington,Devinstad,2023-06-30,1,238.55,24.45,0.09
ORD1839,CUST8021,Joshua Obrien,Table,Furniture,Table,South,New York,Sylviaville,2026-01-26,2,3270.52,587.4,0.16
ORD1840,CUST7201,Lori Fleming,Folder,Office Supplies,Folder,West,Maryland,West Geoffreyfurt,2025-12-29,3,3336.15,409.69,0.44
ORD1841,CUST7658,Stephanie Jordan,Laptop,Technology,Laptop,East,Illinois,Meaganchester,2023-12-14,7,4260.23,267.86,0.45
ORD1842,CUST6510,Nathan Johnson,Folder,Office Supplies,Folder,West,Mississippi,West Alicia,2023-10-07,8,4163.29,440.54,0.23
ORD1843,CUST5584,Brandon Hartman,Chair,Furniture,Chair,East,Rhode Island,East Crystal,2026-03-27,5,2832.15,411.35,0.14
ORD1844,CUST5404,Sue Taylor,Laptop,Technology,Laptop,North,North Carolina,Danielton,2026-04-13,9,4331.21,365.7,0.49
ORD1845,CUST9199,Amy Riley,Printer Paper,Office Supplies,Printer Paper,East,Nevada,Port Hannah,2025-07-03,9,357.5,49.15,0.38
ORD1846,CUST6636,Michael Clark,Monitor,Technology,Monitor,West,Nebraska,Michaelfurt,2025-10-12,7,1262.29,259.77,0.02
ORD1847,CUST6023,Diane Burns,Table,Furniture,Table,West,Ohio,Lake Dianafort,2023-12-10,3,4266.84,1120.71,0.22
ORD1848,CUST4666,Eric Mosley,Laptop,Technology,Laptop,North,New Jersey,Shannonbury,2026-01-25,1,3795.83,394.12,0.03
ORD1849,CUST1948,Allen Boone,Folder,Office Supplies,Folder,West,Utah,Port Robert,2025-01-11,10,2079.29,144.09,0.27
ORD1850,CUST1994,Matthew Montoya,Notebook,Office Supplies,Notebook,North,Virginia,Summerschester,2023-08-20,4,1501.45,239.67,0.25
ORD1851,CUST4896,Michael Allen,Monitor,Technology,Monitor,West,Kansas,Millerville,2025-03-08,7,3881.22,633.69,0.47
ORD1852,CUST1902,Russell Hurst,Mouse,Technology,Mouse,North,Rhode Island,Port Jason,2024-04-17,1,2741.09,806.47,0.43
ORD1853,CUST4191,Timothy Park,Laptop,Technology,Laptop,West,Maryland,Port Kevinhaven,2024-11-02,8,115.51,14.22,0.05
ORD1854,CUST6301,Alexander Washington,Chair,Furniture,Chair,East,Mississippi,Port James,2026-02-15,2,2255.69,474.61,0.27
ORD1855,CUST2225,Jason Mathis,Notebook,Office Supplies,Notebook,South,Maine,New Stephanietown,2025-04-20,2,2876.93,840.97,0.27
ORD1856,CUST2527,Joshua Thompson,Folder,Office Supplies,Folder,North,Maryland,Andersonborough,2024-01-19,7,1247.02,249.79,0.16
ORD1857,CUST6076,Laura Bowman,Table,Furniture,Table,North,Virginia,Caseybury,2023-08-27,10,4550.38,449.34,0.44
ORD1858,CUST5494,Henry Warren,Folder,Office Supplies,Folder,East,New Hampshire,New Craig,2025-05-02,4,2176.52,585.55,0.04
ORD1859,CUST8757,Jennifer Garcia,Mouse,Technology,Mouse,West,Alabama,Lake Robinburgh,2026-06-04,8,3842.68,342.68,0.04
ORD1860,CUST2377,Adam Meyers,Notebook,Office Supplies,Notebook,East,Oklahoma,Bennettville,2024-08-19,4,4662.79,1265.34,0.09
ORD1861,CUST3423,Audrey Phillips,Printer Paper,Office Supplies,Printer Paper,West,Delaware,Marcusbury,2023-07-16,9,896.88,232.16,0.34
ORD1862,CUST9735,Mr. Peter Davis,Keyboard,Technology,Keyboard,South,Washington,Mejiachester,2024-01-08,8,165.38,12.29,0.28
ORD1863,CUST4526,Lawrence Pratt,Mouse,Technology,Mouse,West,Utah,Davidland,2026-03-01,3,4749.43,452.05,0.1
ORD1864,CUST2952,Gabriel Blair,Monitor,Technology,Monitor,West,Oklahoma,West Alanton,2023-11-13,10,3566.25,269.09,0.37
ORD1865,CUST1390,Travis Morris,Folder,Office Supplies,Folder,East,North Carolina,Morenoland,2026-01-11,10,1877.04,371.11,0.19
ORD1866,CUST6746,Tina Cardenas,Folder,Office Supplies,Folder,West,Nebraska,New Lindsaymouth,2025-06-22,5,4407.88,609.62,0.22
ORD1867,CUST3432,Patrick Santos,Laptop,Technology,Laptop,East,Arkansas,Carpenterville,2024-11-10,6,4943.55,1041.47,0.39
ORD1868,CUST2024,Erica Willis,Desk,Furniture,Desk,East,Nebraska,Davidchester,2023-11-26,2,3594.39,564.33,0.22
ORD1869,CUST6860,Miss Allison Davis DDS,Printer Paper,Office Supplies,Printer Paper,East,Colorado,Lake James,2024-07-05,2,2908.02,352.2,0.35
ORD1870,CUST7718,Jason Ray,Printer Paper,Office Supplies,Printer Paper,West,South Carolina,Andreachester,2024-07-01,9,760.81,106.07,0.36
ORD1871,CUST3629,Joe Torres,Sofa,Furniture,Sofa,East,Maine,Vickiberg,2025-10-22,3,3789.65,997.85,0.32
ORD1872,CUST3369,Teresa Bennett,Folder,Office Supplies,Folder,South,Vermont,Ronaldview,2025-04-05,5,3925.57,770.18,0.37
ORD1873,CUST2830,Lisa Williams,Folder,Office Supplies,Folder,North,Nevada,Lindseyberg,2025-02-15,4,2054.95,608.84,0.11
ORD1874,CUST4762,Nicole Rogers,Desk,Furniture,Desk,North,West Virginia,West Charlesfurt,2026-05-19,3,3140.94,659.32,0.2
ORD1875,CUST6666,Tracy King,Mouse,Technology,Mouse,North,Indiana,East Karen,2026-01-19,9,2070.53,290.77,0.45
ORD1876,CUST4110,David Howard,Chair,Furniture,Chair,South,Utah,Shermanborough,2025-02-20,5,3321.76,915.46,0.06
ORD1877,CUST7754,Jesse Russell,Chair,Furniture,Chair,West,Maryland,Danielhaven,2024-08-22,8,3184.26,366.16,0.16
ORD1878,CUST5364,Theodore Baldwin,Mouse,Technology,Mouse,West,Arkansas,Ronaldmouth,2023-08-04,3,4608.77,655.27,0.42
ORD1879,CUST9731,Catherine Chen,Printer Paper,Office Supplies,Printer Paper,North,West Virginia,New Becky,2025-11-03,7,1760.33,167.6,0.27
ORD1880,CUST2357,Michael Morrison,Printer Paper,Office Supplies,Printer Paper,North,Pennsylvania,Gibsonside,2024-01-31,9,782.4,87.78,0.08
ORD1881,CUST1414,Jason Nichols,Pen,Office Supplies,Pen,South,New Jersey,Pennyshire,2025-02-05,2,3728.08,493.15,0.41
ORD1882,CUST6504,Kevin Davis,Sofa,Furniture,Sofa,East,Arkansas,Lake Tracy,2024-11-14,9,4749.14,1290.05,0.15
ORD1883,CUST4771,Nicole Carter,Mouse,Technology,Mouse,South,Mississippi,Smithville,2025-01-21,2,802.04,66.13,0.38
ORD1884,CUST8350,Martin Walton,Pen,Office Supplies,Pen,West,Maryland,Port Matthew,2024-05-25,3,2287.8,123.52,0.32
ORD1885,CUST6434,Laura Brown,Pen,Office Supplies,Pen,East,Maryland,Port Timothyton,2024-12-13,4,4379.46,596.14,0.14
ORD1886,CUST5530,Brenda Snyder,Monitor,Technology,Monitor,South,New Mexico,Shannonville,2025-08-07,2,4174.63,1184.26,0.25
ORD1887,CUST1363,Michael Smith,Table,Furniture,Table,South,New Hampshire,Boydburgh,2025-10-05,4,3449.55,420.76,0.38
ORD1888,CUST6172,Paul Reed,Sofa,Furniture,Sofa,North,Iowa,Lake Jessica,2025-09-11,5,975.19,258.01,0.27
ORD1889,CUST3842,Paul Smith,Pen,Office Supplies,Pen,West,North Carolina,Wilsonburgh,2024-03-19,9,632.62,172.98,0.34
ORD1890,CUST8082,Jennifer Delgado,Laptop,Technology,Laptop,East,Iowa,Michaelstad,2025-12-08,4,3170.19,770.17,0.42
ORD1891,CUST2853,Warren Adams,Chair,Furniture,Chair,West,Texas,Keithmouth,2025-05-31,2,1858.08,154.77,0.34
ORD1892,CUST2047,Jose Scott,Monitor,Technology,Monitor,East,Arkansas,Lake Cameron,2025-05-15,7,2358.12,200.18,0.42
ORD1893,CUST1207,Derrick Simmons,Pen,Office Supplies,Pen,West,Nevada,Nelsonside,2026-06-21,1,4636.84,1261.47,0.26
ORD1894,CUST8896,Samuel Lewis,Monitor,Technology,Monitor,West,Pennsylvania,West Stephen,2026-03-11,6,1357.71,345.48,0.37
